1,0,is so sad for my apl friend
2,0,i missed the new moon trailer
3,1,omg its already o
4,0,omgaga im soo im gunna cry ive been at this dentist since i was suposed just get a crown put on
5,0,i think mi bf is cheating on me t_t
6,0,or i just worry too much
7,1,juusst chillin
8,0,sunny again work tomorrow tv tonight
9,1,handed in my uniform today i miss you already
10,1,hmm i wonder how she my number USER_MENTION
11,0,i must think about positive
12,1,thanks to all the haters up in my face all day
13,0,this weekend has sucked so far
14,0,jb isnt showing in australia any more
15,0,ok thats it you win
16,0,this is the way i feel right now
17,0,awhhe man im completely useless now funny all i can do is twitter URL
18,1,feeling strangely fine now im gonna go listen to some semisonic to celebrate
19,0,huge roll of thunder just now so scary
20,0,i just cut my beard off its only been growing for well over a year im gonna start it over USER_MENTION is happy in the meantime
21,0,very sad about iran
22,0,wompp wompp
23,1,youre the only one who can see this cause no one else is following me this is for you because youre pretty awesome
24,0,level is i was writing a massive blog tweet on myspace and my comp shut down now its all lost in fetal
25,0,headed to hospitol had to pull out of the golf tourny in place i think i reripped something yeah that
26,0,boring EMO_NEG whats wrong with him please tell me
27,0,cant be bothered i wish i could spend the rest of my life just sat here and going to gigs seriously
28,0,feeling like shit right now i really want to sleep but noo i have hours of dancing and an art assignment to finish
29,1,goodbye exams hello alcohol tonight
30,0,i didnt realize it was that deep geez give a girl a warning atleast
31,0,i hate it when any athlete appears to tear an acl on live television
32,0,i miss you guys too i think im wearing skinny jeans a cute sweater and heels not really sure what are you doing today
33,0,meet your meat URL
34,0,my horsie is moving on saturday morning
35,0,no sat off need to work days a week
36,0,really dont like doing my room its so boring sick of doing my wardrobe out cant waiit till i have my walk in one yay
37,0,sox floyd was great but relievers need a scolding
38,0,times by like a million
39,1,uploading pictures on friendster
40,0,what type of a spaz downloads a virus my brother thats who msn is now fucked forever EMO_NEG
41,0,wiit the babes
42,1,EMO_POS so i wrote something last week and i got a call from someone in the new york office URL
43,0,
44,1,do i need to even say it do i well here i go anyways chris cornell in chicago tonight
45,1,health class what a joke
46,1,USER_MENTION go to the show tonight
47,0,USER_MENTION USER_MENTION it really makes me sad when i look at muslims reality now
48,0,all time low shall be my motivation for the rest of the week
49,0,and the entertainment is over someone complained properly USER_MENTION experimental you say he should experiment with a melody
50,0,another year of lakers thats neither magic nor fun
51,0,baddest day eveer
52,1,bathroom is clean now on to more enjoyable tasks
53,1,boom boom pow
54,0,but im proud
55,0,congrats to helio though
56,0,david must be hospitalized for five days end of july palatine tonsils i will probably never see katie in concert
57,0,friends are leaving me cause of this stupid love URL
58,1,go give ur mom a hug right now URL
59,1,going to see harry sunday happiness
60,0,hand quilting it is then
61,0,hate u leysh t9ar5
62,1,i always get what i want
63,1,i bend backwards
64,1,i get off work soon i miss cody boo havent seen him in foreverr
65,1,i hate allergies should i get my hair cut tomorrow im taking a public poll
66,0,i love you guys so much that it hurts URL
67,0,i miss earl
68,0,i miss new jersey
69,0,i missed the first hour of sytycd last night and i cant find it online
70,0,i need a u2 fix now
71,0,i never thought id become second choice
72,0,i think i may be too friendly lol o well
73,0,i think manuel my basil plant only has days to live
74,0,i wanna be at home church i wonder wht they are doing
75,0,i wanna make my own pizza
76,0,i want a harddrive or a inch tv or a new guitar anyonefeeling generous x
77,0,i want a hug
78,0,i want miley to tour australia
79,0,i wanted to sleep in this morning but a mean kid through a popsicle stick at me head i wish i could fly away like those squirrels
80,0,i was too slow to get up tix
81,0,i will send sunshine to northern ireland are you going swimming today USER_MENTION
82,0,i wish i could go to t4 on the beach EMO_NEG would be great to see USER_MENTION USER_MENTION
83,0,i would be so much happier if the walls of my bedroom were painted white
84,0,idk wat do who can i trust me im sorry all da pain i have caused nebody ima take dis time out straighten myself out i luv yall
85,0,im finding the intercept slope and banging my head against the wall math brain heads come save me
86,1,im really going to bed now
87,0,im sick cough cough
88,0,in cab headed to the airport going home
89,0,in case i feel emo in camp feeling a wee bit of it alr am bringing in the human rights watch world report hope itll work
90,1,jin has a twitter
91,0,jonas day is almost over
92,0,jus got hom fr tda funeral im so sad i cried so much times much love i never got to say my last to him
93,1,just gonna smile cuz it is what it is and im not sure what more they could want
94,1,just got home and i got to see my friend zahra whom i havent seen since we graduated that makes me so happy
95,0,longest night ever ugh URL
96,0,mi momacita wont let me go to my bfs bball game grr
97,0,mom says i have to get a new phone immediately off to tmobile she paying
98,0,my new car was stolen by my mother who wanted to go pose at church
99,0,no hang out with the girls hope so
100,0,no movie times for sunday rats will have to plan tomorrow i guess this means i have to work on those two presentations i am doing
101,0,no pavel tonight
102,0,not a cool night
103,1,oh thank you
104,1,pleased
105,0,probably guna get off soon since no one is talkin no more
106,0,really wanted safina to pull out a win to lose like that
107,0,rip david eddings
108,1,rose and ood will be back in the xmas who special yay damn thats half a year away
109,0,sannesias aww no neighbor we need to watch mean girls URL
110,0,so whats the status on next weekend
111,0,sorry USER_MENTION the ex husband has overdosed on his daily dose of haterade
112,0,thanks for your definition of throwbie editors reviewed your entry and have decided to not publish it
113,1,thanks i need all the help i can get
114,1,that explains alot
115,1,theres going to be a heathers sequel winona4ever they better not fuck it up
116,0,told not to drink rx so just gave all the b.b porter obs stout that i brought home from or to my neighbors v v sad
117,1,trae is so sweet he just bought me a new baithing suit wove him
118,1,true highly subjective of me there tombre was actually my favorite character in the book you got me URL rishabh
119,0,u guys knw whyy
120,0,very much so
121,0,waahh now im getting sad miss hub
122,0,we were standing out in the pouring rain we were sitting on top of the world summer sucks
123,0,went to get dog from vets theyve stitched her ear charged us for it but she still bleeds like a waterfall everytime she moves d why
124,0,where is my picture i feel naked
125,0,why arent there any trains going to manchester on a sunday now i cant go to the USER_MENTION concert
126,0,why must people be so picky i mean hours work and no dice up with that URL
127,0,why twitter will soon become obsolete URL
128,1,wide awake not
129,1,yeah me too its been awful weather here for the last week so that stinks kristis comin down and moe said mmaybe he take us for
130,0,you hi stranger hello i am frank lampard how are you you fine you and urself stranger i am gay your URL
131,0,youll always be my one and only
132,0,this shit sucks
133,0,asylm j2 panel is over guess its back to normal life
134,1,poemsunder140 started by USER_MENTION
135,0,squarespace brighten my bad day i never win anything
136,0,susan boyle didnt win mh well diversity was very good though congratz
137,0,twenty20
138,1,that is all and believe me its enough
139,1,good timess
140,0,graduate
141,0,vandals paint swastikas on home of author of gay lesbian church story naples daily URL
142,0,unknown error occured uh oh iphone os fail so far
143,0,homers predict eagles to go and giants to go bs URL
144,1,know you hungry so lets go outside on the balcony so you can
145,0,want you so bad its driving me
146,1,men a uk female internet entrepreneur should know when starting and growing a business the next URL
147,1,truth is hiding in your USER_MENTION USER_MENTION paramore decode USER_MENTION URL
148,0,to turn on my tv to get you out of my head ive got this feeling inside that i just wont admit that is literally how i feel
149,0,the truth is i miss you coldplay
150,0,tears EMO_NEG today is the last day with my kids they go on summer break at their dads tomorrow URL
151,0,unsure annoyed URL
152,0,via USER_MENTION are designed gallery exhibition going extinct via nyt URL
153,0,
154,0,im going to miss harry potter when it comes out im leaving to vietnam on july im going to cry
155,1,i say up put your money where your mouth headin out to reality cheers twitter world
156,1,you cant love someone that doesnt love you back thats like stalker status get a divorce move on trinity
157,0,going back to bed because im lookin around and dont see a reason to be awake atm be up in a little
158,1,aiqht goodniqht tri neena malcolm chaise jlew atl love much
159,1,trii ily even if chaise doesnt of
160,0,i wantt hiim soo badd
161,0,watching tv bed shopping w mom out w trent hopefully i need my best friend
162,0,had weird encounters with so many on the walk home tonight all by myself awesome really
163,0,rained out truck race
164,0,why am i feeling worse f
165,0,feeling pain and happiness at the same time how confusing
166,1,hot choco is the best
167,0,in a shirt and panties celulite
168,0,had to turn back to north due to body on line so missing design council design tech transfer event URL
169,0,y everything is so hard
170,0,bueno good bye good night
171,1,beach day with scoobs EMO_POS still no phone
172,0,lets have fun when i give ya what i give ya
173,0,i dont want to move
174,1,d what an amazing night again hi twits i miss u guys
175,1,canaveral national seashore
176,1,progressing in the production department with thats the priority getting the head nodding beats and then we reach out
177,1,taylorrhicks enjoy chicago b new venue is always cool you shine everywhere you go i know who you are in time so will everyone
178,0,the train crash in dc
179,1,thestreetforce
180,1,USER_MENTION makes me smile
181,1,USER_MENTION my first day off in weeks and my child got up before so watch for me on grac URL
182,1,USER_MENTION video woodpecker the barber of i am great USER_MENTION just wishing to be a ch URL
183,1,USER_MENTION i am happy you are staying around here drexel is a fabulous university you should be proud yeah
184,0,USER_MENTION what happened to angels and demons and lions and tigers and bears
185,0,USER_MENTION well that sure minimizes the impact lol
186,1,USER_MENTION USER_MENTION i call dibs on the voltron arm no the leg wait where are my manners USER_MENTION URL
187,1,USER_MENTION i just saw ur mum
188,1,USER_MENTION and USER_MENTION get your fat asses on here nai
189,1,USER_MENTION see three external monitors on one laptop URL win7rc x x
190,1,USER_MENTION if youre cool or if youre not cool maybe ill send some cool URL
191,1,USER_MENTION you want to start the morning later in new york we can do that californians have it even better
192,1,USER_MENTION URL lol luv it URL did any1 find or c a URL
193,1,USER_MENTION is making fettucini and garlic bread
194,1,USER_MENTION tell USER_MENTION i said happy bday
195,0,USER_MENTION USER_MENTION i went to work once last year with no pants ironically that was my last day of work at that job fml
196,1,USER_MENTION told you you would sweep haha p
197,0,USER_MENTION there r many gr8 science cartoons URL URL URL URL
198,0,USER_MENTION edinburgh fringe is only weeks away i need monies btw im elliott from USER_MENTION blame USER_MENTION for the twitter intrusion
199,0,USER_MENTION why didnt you come to school have you done the short stack thing by yourself or do you still need me
200,0,USER_MENTION which one URL URL or URL latter for the us store only iphone comics
201,0,USER_MENTION magic thinking less than chance hedo stays in orlando hes gonna go for the they all do cant blame him though
202,0,USER_MENTION now who wud make this beautiful plc cry
203,0,USER_MENTION USER_MENTION it is now the outer fat kid
204,1,USER_MENTION the servers are now backup if you experience any more problems then please let me know sorry about the delay
205,1,USER_MENTION i am lol luv this USER_MENTION are like a gentle breeze that has blown throug URL
206,0,USER_MENTION se morrea a mi joseph no no se vale
207,1,USER_MENTION USER_MENTION are my future roomies nyc holler
208,1,USER_MENTION i hope u have cheese burgers USER_MENTION lmbo
209,1,USER_MENTION awesome
210,1,USER_MENTION i am nothing of the kind and everything of the sort URL
211,1,USER_MENTION pick up some flowers for the teacher im jealous i want flowers without having to be in the hospital to get them
212,1,USER_MENTION think again talvez seja do na cifra mas is a chain its as strong as the weakest link
213,0,USER_MENTION why is your youtube account suspended lol single ladies dance i need to watch it again
214,0,USER_MENTION i know sold out though
215,1,USER_MENTION watch e3 USER_MENTION will do
216,1,USER_MENTION thanks k heres hoping pretty nervous though
217,0,USER_MENTION should get on aim and talk to me i miss her
218,1,USER_MENTION followers URL
219,1,USER_MENTION ill tell ya grocery store it was better when you blasted the oldies sugar ray does not make me URL
220,0,USER_MENTION kashrut convo makes me want to keep more kosher but my roomies catholic he has a pork loin in the fridge kosherfail
221,0,USER_MENTION isnt home neither is USER_MENTION USER_MENTION u better have it
222,1,USER_MENTION yall bitches better wake up early to go to the la opera kay
223,0,USER_MENTION im immune to dentists drills etc now it just doesnt bother me at all having gum lift surgery next week tho
224,0,USER_MENTION where r u tonite im still awake
225,0,USER_MENTION hates bebot app
226,1,USER_MENTION USER_MENTION congrats bhai but like the oldies in used to say arre bhai kuch kam ka URL
227,1,USER_MENTION
228,1,USER_MENTION chilling on twitter via my spanking new blackberry unlimited internet URL
229,1,USER_MENTION so do you give him every inch of your love every night
230,1,USER_MENTION USER_MENTION
231,1,USER_MENTION maybe you can pop USER_MENTION a tweet they are quite active on twitter
232,1,USER_MENTION its a shame all the women in mamma mia are so horny since all the men on this island are so URL
233,1,USER_MENTION thanks for letting me know im going to check out eureka later with this knowledge
234,0,USER_MENTION what are u referring to
235,0,USER_MENTION
236,1,USER_MENTION whats up USER_MENTION hey you USER_MENTION im doing ok thx you USER_MENTION you too ttyl USER_MENTION oh sowwy lol
237,1,USER_MENTION happy mothers day
238,1,USER_MENTION i knew sharepoint was written by interns i just knew it
239,0,i miss her so much already
240,0,just practising how i feel
241,0,miss my love jamie
242,0,fuck you
243,0,my head feels like a bowling ball
244,0,my heart hurts badly
245,0,fs keeps crashing when i try to load bungie plane
246,0,my current headset is on its deathbed now my dad gave it to me just weeks back
247,0,my mood is currently blah sitting in a parking lot
248,1,i am happy
249,0,that is all
250,0,everyone went home and not everyone was even here
251,0,fed up
252,0,fuck fuck fuuck
253,0,not feeling it today and to make matters worst its super nasty and rainy outside yuck
254,0,USER_MENTION
255,0,awwh i wanted aiden davis win i him so bummed he didnt
256,0,bed time now
257,1,faltam dias para o world drawing day
258,0,friends like these no thanks im not fake
259,1,haha omg stayin steezy mowin the lawn loviie still here goiing tanning soon
260,0,i think my bf is cheating on me
261,1,i wanna play with my camera but i will settle for playing with ivs and heart monitors
262,0,i want an octo drive
263,0,i want to display my pretty voltron upside i get two pretty voltrons
264,0,i want to find a way to put my photos on phone here i have bluetooth in both phone and computer but it doesnt work
265,0,in an effort to bring you the best content we just added at lease hours to the release of the digital rapture soon hang tight
266,0,is our response to what happened today and that is all
267,0,j you are right it hurts
268,0,kinda but not really but kinda
269,0,lets have a moment of silence for our childhood homes sadly it cant be replaced and we can never go back
270,1,lol all these robotpickuplines are hilarious
271,1,man oh man i should punch myself in the head but im ok with that
272,1,my friends can get with ur friends and we can all b friends shit we could do this every weeknd aiigght with coop n the crew
273,0,no man is worth your tears and the one that is wont make you cry
274,0,rain rain go away
275,0,storms are scary
276,1,such a beautiful satisfying day of bargain shopping loves it
277,0,tell those girls your clocking out lol
278,1,thank god today is friday i love ti ti
279,0,the batt to my internet connection died guess its back to the mobile
280,1,thrilled about being at work this morning
281,1,we break dance not hearts by short stack is my ringtone i love that song
282,0,URL now has it for the
283,0,squarespace trackle no apple iphone card for us maybe tomorrow i guess it helps if you tweet it huh we forgot
284,0,unsure hassle EMO_POS music URL
285,0,exhausted
286,0,i want some cake batter please ugh
287,1,my life is very lazzyy
288,0,wish ella was on or somebody
289,1,ish in a good mood tlk to me
290,0,i think im going to go a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
291,0,what the hell bbc
292,0,canucks
293,0,i dont like this weekend huhuhu
294,0,ill get on it right away
295,1,j a made nice twice for now
296,1,loves life atm its brilliant xd
297,1,who else is in a happy mood
298,1,bye everyone
299,0,lonely night
300,0,blue does not work
301,0,geez im feeling their pain
302,0,i miss my summertime daley
303,0,on the computer lol no fuckin goin to portugal
304,1,so far so good
305,1,today was a great day
306,0,ughh
307,0,battleground
308,1,a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot
309,0,awwh i wanted aiden davis win i him so bummed he didnt
310,0,curtain drops at the crown uptown after ye URL
311,0,eh must leave new mexico and soon
312,0,fail maths i knew it i was just too slow
313,0,from gongwer oh report sounds like leadership still considering library cuts not considering tax increases saveohiolibraries
314,0,fuck sake why can things never work out for me
315,0,going in town with cousinn netball match was cancelledd
316,0,hoping to see my baby girl
317,0,i dont even know
318,0,i just lost a member of my family
319,0,im sick of bedtime battles
320,0,im so cold this morning i have chills all over
321,0,just
322,0,no no no tonight goes on the books as the worst sytycd results show
323,0,no shopping
324,0,poor lil mousey just out enjoying the sunny day i dont think id feel so bad if it was a big gnarly rat though dbl standard yep
325,0,thats an epic sad face
326,0,this magazine story just broke my heart at the dentists office today URL
327,1,tiger woods is up by via URL
328,0,wanna go meet wifey but cant this sux EMO_NEG
329,0,wondering why i feel like i do ill feel better though its all good ill be happy inspite of tweet ya lata
330,1,yippee yay lets gather in the hay his love found its gonna stay added the masters holy way all his
331,0,iranelection no one realizes how deep this goes
332,0,bodies from air france crash have been found URL via USER_MENTION
333,0,that is the story of my life a whole bunch of frownies
334,0,i have noo friends on twitter it makes me sad will someone follow me
335,0,i just want to hear from you i guess thats asking too much
336,1,hardest working chica i know mii boss lady USER_MENTION look up to her seriously lol
337,0,i really2 dont like this condition suckss
338,0,orlando lost the series oh well maybe phoenix or boston or cleveland the teams i like will make it next year
339,0,rinitis sucks
340,1,thanks for being the bestt jdawg
341,0,im mad and sad right now played so terrible today in both soccer and basketball
342,0,but mustache man is not that desperate
343,0,my face because im missing zoro tonight
344,0,USER_MENTION i know huh USER_MENTION im bout to cryUSER_MENTION thanks marco
345,0,angry
346,1,praise god for this beautiful day
347,0,sry matt hear that
348,0,what the fucckk
349,0,bye world
350,0,i couldnt even have one fairytale night
351,0,ill be working when come near me fail
352,0,my cell phone screen is dead soo no texts and i dont know whos calling fuuck
353,0,no more sickness strike i say strike ohh well nother day off school i guess
354,0,nobody likes year one in the reviews ive read im disappointed but maybe now ill like it more since im not expecting much
355,0,must i say more
356,0,mes dead and
357,0,have to go now more minutes please please please
358,1,USER_MENTION i love you guyss those rings mmyeahh bling blingg
359,1,USER_MENTION chance is boo
360,1,USER_MENTION thank you very much for the dvd suggestion very nice of you looks good
361,0,aww i really hate this
362,0,bad day
363,0,bad day damn you USER_MENTION what kind of ticket sale was that
364,0,boston globe could be shut down in days URL
365,0,bye guys ima miss yall soo soo much but dont worry ill be back on monday have an awesome weekend peace
366,0,can i have some followers im so sad now that im losing hope pressure
367,0,couldnt blessd da mic my bras in music USER_MENTION USER_MENTION USER_MENTION
368,0,cry cry cry
369,0,day
370,0,goodnight
371,0,grandma is very sick not doing well going to the emergency room
372,1,had a wonderful day g_d is grreat
373,0,i am going to shed tears if the cavs have to go home tonight like seriously
374,0,i am soo sad at this point of night id be cuddling with jonathan like i did for years
375,0,i hate you forever
376,1,i have passed exam today
377,0,i missed it
378,0,i still feel like a douchebag
379,1,i want to write a song i think i will
380,1,USER_MENTION always thought time estimates should use value of pi rule x only exception being pi squared rule
381,1,USER_MENTION creativity via twitter URL
382,1,USER_MENTION you tease i wanna hear the tracks
383,0,USER_MENTION never answering my ims
384,1,USER_MENTION URL traveltips student safety in roughplaces
385,0,USER_MENTION its now fathers day and you havent picked me yet i kind of want to incessantly bother you squarespace
386,1,USER_MENTION what is fml
387,1,USER_MENTION love blip.fm john mayer trio california dreamin as heard on conan URL
388,1,USER_MENTION just in case you need some help w that URL
389,1,USER_MENTION im sure hed love that lol
390,1,USER_MENTION on s twitter lol heart the first pic URL
391,0,USER_MENTION is no longer in the cab to say im heartbroken is an understatement good luck with everything youre amazing ian
392,0,USER_MENTION broke my twitter
393,0,USER_MENTION is off clubbing must come over to sheffield sometime party but really probably shouldnt atm a tech conference is a conf etc
394,1,USER_MENTION my avatar cant figure out what you people are either URL
395,0,USER_MENTION is fulfilling my lifes ambition go a jonas brothers concert i went hmv and the new album is already sold out why me
396,1,USER_MENTION what happened to movies anyway its like hollywood forgot in rough times the public wants to see URL
397,0,USER_MENTION just yelled at me for picking apple store over food
398,1,USER_MENTION credit is due to URL
399,1,how not to exit a cessna skydiving URL
400,0,of me cats kittens died only days old too rip ming
401,0,week before the palm pre comes out and my centro dies i have a temp phone but my contacts arent transfered yet sadpanda fb
402,1,chicken mcnuggets double cheeseburgers large fries and a lemonade for dinner why you may ask because i hate my body
403,0,hrs on da phone lol dude is hilarious
404,1,tweet breakfast everything bagel toasted cheese with an iced cap delish
405,0,gb of video to upload to utube o dam sony vegas making it so big
406,0,of the new footwear labeling norm is definitions that are never referred to in the document who wrote this up
407,0,a big angry spider was crawling in my blankeys i flicked it to the floor and cant sleep now
408,1,a blessed sunday everyone
409,0,a couple years of sickness all piled up to this one day
410,1,a dog riding the bicycle URL
411,0,a fly just landed in my green chile stew ive never been big on killing bugs but this asshole asked for it there goes my appetite
412,1,a problem shared is a buck passed
413,0,a_ just got the same handshake in her meeting vibe here sucks
414,1,hitech
415,0,a tweet sharon
416,0,alice is beating be at my scooby doo board game
417,1,am quite tired cant wait till wwe at burswood
418,0,anyone have any advice on how to cope with a break up
419,0,arrgghh thats it all lines of communications are temporarily suspended
420,1,awake and ready for the day
421,1,being nasty in the studio with my woman go sleepies
422,0,but i understand
423,0,cars being inspected today gonna cost me over dollars
424,0,e is out
425,0,everythings wrong
426,0,exercise build muscle mass is only thing that speeds metabolism URL
427,1,feeling ok for the first time in a few days thank you
428,1,found a new way to text him yey
429,0,friends dying is just horrible
430,1,going for a paddle
431,1,good nite i hope grandma visits my dreams again tonight last night was uplifting i miss her
432,1,goodbassplayer that is funny EMO_POS oilipo i hope the people that will bring us good things are started early this week
433,0,he was the best there
434,0,hungover and craving chocolate omg how funny was the pub last night lol
435,0,i dont want my sister to leave me for the whole summer
436,0,i hope everyone is at church so i can just go to my concert in peace on wed dont have to worry about rushing back to church to visit
437,0,i just spilt the last of my jordans cereal on the floor distraught URL
438,0,i miss my family and friends
439,0,i see i missed the nectar sucking dirty talk EMO_POS
440,0,i want a freaking puppy now a cute little black yorkshire terrier
441,0,i want irissa back URL
442,0,im glad diversity got through but what about stavros
443,1,im here to tell ya very yummy decided to go on a hunt for blender drinks know any good ones
444,0,im out of nutella
445,0,is it rlly tht serious im abt to go thru my fonebook
446,1,is listenin to my new fav band more amor
447,0,it is on environmental studies and driving me mental
448,0,ive always seen bits pieces of shottas now ive seen the whole movie it ends soo sad im gonna cry
449,1,just another day in paradise EMO_POS
450,0,just found a bone in my chicken nugget not cool
451,0,like i said my back still fucking hurts and going to complain about it like no business URL
452,1,love you
453,0,my aunties dog is getting put down hes my dogs brother aswell
454,0,my head feels like its going to explode mm what a horrendous image the mess
455,0,my head is killing mee
456,0,my name is amy only three my eyes are swollen i cannot see i must be stupid i must be bad what URL
457,0,my picture with kris karmada is gone forever its not in my comments on my mysapce or on my URL
458,0,missing air france flight has crashed in the URL
459,0,about of my myspace comments are gone cause someone hacked onto wills account and kept abusing others so he had to delete it
460,0,about school it will all be over soon cant wait to celebrate stres till then
461,1,about to pop in a movie chill a bit get it inn call n text
462,1,about to swim
463,0,abt missing air france plane follow here for best air news source URL
464,0,afi are not at reading til sunday this sucks
465,0,after a crap night was looking forward to being cheered up but no never mind
466,0,ah the postman didnt have my package what am i goon to do for the rest of the day
467,1,ahh school on monday not ready
468,1,ahh drizzy mr rogers you are indeed the best
469,0,airport express doesnt rock enough to allow wireless scanning with the canon pixma mx310 but otherwise its wireless goodness
470,0,alistairs friends are all in the kitchen and im in my pjs i just want a cup of tea dammit
471,0,all day no play
472,0,all dressed up and no bicyclist for monday nite ride n henderson ky URL
473,0,all i want is my ma in my arms thats all i want is you in my arms
474,0,all my friends are gone haley n katie camp paris moms landin n ayonna aunts n moms im so bored
475,0,all nighter yeesshh what a nightmare up coming weeks cannot wait to graduate
476,1,all the small things
477,0,all those nonrobsten posts are making me sad i mean i knew that but to see it from others in words so sad
478,0,allison didnt win she should have
479,0,almost time to leave
480,0,already getting sleepy i really want to get my psych quizzes done tonight
481,1,always a nice thing to wake up to yay p gosh im such a typical lame overanalyzing teenager lmao had a nice nap
482,1,am excited
483,1,am feelin very happy
484,1,am i feeding the pig
485,0,am i losing my mind cause i wanna see my.tc on tv right now this min fu2 i want candygirls not daisy dammit USER_MENTION
486,0,am sad to say i didnt get my results today somehow the school forgot to mail my results to me typical ugh
487,1,an alarm clock is a device for waking up people who do not have small children
488,0,and how can you mend a broken heart URL
489,0,and i think thats why i felt really sick and depressed in school today cuz of all the stress im glad i got that off my chest
490,0,and i was just starting to get confident in myself you have torn me down
491,1,home.sch
492,0,another mins
493,0,another early day
494,0,another fathers day weekend i dont get to spend with my dad
495,1,another friday night of rock band
496,0,anticipating a tough day ahead
497,0,anyone know if ghostbusters is region free on and where to get a us copy in britain if it is
498,1,d a million making a difference i cant help but to believe i came in believing i will leave believing god is
499,0,
500,0,whats wrong wit it
501,0,alergic nose itchy and eyes burning hope its getting better soon
502,0,and they keep on coming xox
503,0,another expensive weekend trip to the vet
504,0,are there any parties tonight im hella bored at home and its seems like everyone is busy lammee
505,0,but chilli prawns will make the pain better
506,0,daughters beloved diabetic dwarf hamster died in her hands this morning all creatures are worthy of love
507,0,dd has pinkeye not fun
508,0,farrah fawcett dies of cancer at abc news URL via USER_MENTION
509,0,feeling hopeless and useless
510,0,forgot my lunch at home
511,0,general motors sold hummer s s
512,1,good morning all have a great day
513,0,goodnight
514,0,good night must prepare for tomorrows meeting now
515,0,great im bored at the moment and just have no idea on what to do missing boyfie too damn URL
516,1,having a luvly day URL
517,1,he is so hot
518,1,hmm what to do
519,0,URL five guys locations closed after visit from rat patrol USER_MENTION
520,0,i am actually crying now because of sore throat
521,0,i feel irresponsible and sort of horrible marshmallows unless otherwise stated have gelatin fuck URL
522,0,i miss my brother i worry about him
523,0,i need to think of something else first
524,0,i wanted julian to win
525,1,iowa no in happy yea
526,0,jus got some bad news
527,1,just got home
528,0,just mean
529,1,just saw sink into me the whole video on kerrang ive seen it before loads but its so much better on tv
530,0,limp bizkit rollin songstuckinmyheadwheniwokeup
531,0,love save the empty
532,0,my camera broke
533,1,my mom is the funniest person ever
534,0,my parents left
535,0,nadal is out french open now to my backup go andy roddick
536,0,no ass beatings checked out playhouse in baltimore this weekend as well feeling quite rested and a bit out of sorts
537,0,nothing
538,0,ok well talk about your boyfriends and stuff tomorrow EMO_POS lmao and well talk for real soon too woo hehe ilysfm doodle xx
539,1,pie seems to have quite a good appetite now
540,0,server problems motivating me to change hosting providers though fb
541,0,shakes head
542,0,shock loss to sparks bummer USER_MENTION had a great game but shock too many injuries to start the season rematch monday
543,0,some asshole got a hold of my email and signed me up for all this spam mail ughh its non stop anyone have a spam blocker
544,0,someone just said ast least your pretty thanks but but being pretty gets you nowhere you have to much integrity
545,0,myspace people can get really angry if i dont answer them right away ja
546,0,never get any photo comments on m space and more
547,1,nhl penguins red wings final red wings lead series for stats stars and more visit URL
548,0,no tickets in germany for the miley cyrus tour
549,0,photo shoot rained out oh well back to post
550,1,r.i.p young teke i miss you cuzin it has been year sence you died be ashamed of your
551,0,rip charles j the world is with one less fine fellow
552,0,rsl was at the paley talk now im even more depressed i couldnt get a ticket oh wells
553,1,she is amazing bjork bachelorette URL
554,0,so bored
555,0,so much for a good weekend
556,1,thank you USER_MENTION
557,0,the hotel doesnt know where it is either that was my favorite how poopie is that
558,0,thelovelybones i plan on owning this judge me URL
559,0,this year million children from hungerrelated causes URL
560,0,ticketsandpassports lmao your not a nerd i think its cool when guys like anime URL
561,0,to all the mothers whose day may not be so happy god loves you tlc waterfalls URL
562,0,today is not a good day but i guess laying around the house in your undies isnt so bad
563,0,went to maggies bday party came home without my phone i feel lost and reaally confused but thats just the booze talking
564,0,when will rb2 get an australian release date
565,0,my grandma just told me she thinks im stupid well hey thanks g
566,1,andyhurleyday
